ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
96331;1. eelistus/Picapac pakiautomaat;0;EE;;1. eelistus Omnivas;;;1. eelistus Omnivas;;;;24.793373;59.430318;;;;;;;;;;;2023-09-12T10:18:52.167+03:00
96243;Abja Coop Konsumi pakiautomaat;0;EE;Viljandi maakond;Mulgi vald;Abja-Paluoja linn;;Pärnu mnt;;13;;25.355809;58.125803;;;;;;;;;;;2025-01-08T12:04:56.990+02:00
96280;Aegviidu Meie kaupluse pakiautomaat;0;EE;Harju maakond;Anija vald;Aegviidu alev;;Piibe mnt;;8;;25.606367;59.288383;;;;;;;;;;;2025-01-08T10:51:45.203+02:00
96389;Ahtme Estonia pst Grossi pakiautomaat;0;EE;Ida-Viru maakond;Kohtla-Järve linn;Ahtme linnaosa;;Estonia pst;;30a;;27.42628;59.329987;;;;;;;;;;;2025-01-09T16:23:24.327+02:00
96142;Ahtme Maleva Grossi pakiautomaat;0;EE;Ida-Viru maakond;Kohtla-Järve linn;Ahtme linnaosa;;Maleva tn;;23;;27.420557;59.327631;;;;;;;;;;;2025-03-05T08:16:30.967+02:00
96123;Ahtme Maxima XX pakiautomaat;0;EE;Ida-Viru maakond;Kohtla-Järve linn;Ahtme linnaosa;;Puru tee;;77;;27.420083;59.337433;;;;;;;;;;;2025-01-17T13:48:47.187+02:00
96401;Ala Coop kaupluse pakiautomaat;0;EE;Valga maakond;Tõrva vald;Ala küla;;;Ala kauplus;;;25.701641;58.009962;;;;;;;;;;;2025-01-10T13:31:21.567+02:00
96287;Alatskivi Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Peipsiääre vald;Alatskivi alevik;;Lossi tn;;1a;;27.132467;58.600633;;;;;;;;;;;2025-01-08T10:54:54.537+02:00
96367;Alavere pakiautomaat;0;EE;Harju maakond;Anija vald;Alavere küla;;Oja tn;;1;;25.328394;59.245228;;;;;;;;;;;2025-01-09T16:16:06.767+02:00
96118;Antsla Coop Konsumi pakiautomaat;0;EE;Võru maakond;Antsla vald;Antsla linn;;F. R. Kreutzwaldi tn;;4a;;26.529852;57.828349;;;;;;;;;;;2025-01-17T13:47:18.087+02:00
96230;Aravete Meie kaupluse pakiautomaat;0;EE;Järva maakond;Järva vald;Aravete alevik;;Piibe mnt;;16;;25.751629;59.144507;;;;;;;;;;;2025-01-08T11:58:45.543+02:00
96328;Are pakiautomaat;0;EE;Pärnu maakond;Tori vald;Are alevik;;Pärivere tee;;17;;24.564522;58.518677;;;;;;;;;;;2025-01-09T15:21:23.707+02:00
96204;Aruküla Coop Konsumi pakiautomaat;0;EE;Harju maakond;Raasiku vald;Aruküla alevik;;Tallinna mnt;;8;;25.078314;59.370973;;;;;;;;;;;2025-03-28T15:01:03.870+02:00
96211;Aseri Grossi pakiautomaat;0;EE;Lääne-Viru maakond;Viru-Nigula vald;Aseri alevik;;Tehase tn;;23;;26.866788;59.44963;;;;;;;;;;;2025-01-08T11:52:57.910+02:00
96238;Audru osavallakeskuse pakiautomaat;0;EE;Pärnu maakond;Pärnu linn;Audru alevik;;Pärna allee;;7;;24.356293;58.40785;;;;;;;;;;;2025-01-08T12:03:52.093+02:00
96363;Avinurme pakiautomaat;0;EE;Jõgeva maakond;Mustvee vald;Avinurme alevik;;Võidu tn;;2;;26.864595;58.984656;;;;;;;;;;;2025-01-09T15:32:42.903+02:00
96179;Elva Arbimäe Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Elva vald;Elva linn;;Kirde tn;;3;;26.414144;58.234123;;;;;;;;;;;2025-01-08T11:37:59.503+02:00
96047;Elva Turuplatsi Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Elva vald;Elva linn;;Kesk tn;;1;;26.408822;58.221047;;;;;;;;;;;2025-01-17T11:25:23.480+02:00
96206;Haabneeme Coop Konsumi pakiautomaat;0;EE;Harju maakond;Viimsi vald;Haabneeme alevik;;Rohuneeme tee;;32;;24.819772;59.512901;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:51:16.233+02:00
96362;Haanja pakiautomaat;0;EE;Võru maakond;Rõuge vald;Haanja küla;;Võru tee;;15;;27.051903;57.718815;;;;;;;;;;;2025-01-09T15:32:22.593+02:00
96128;Haapsalu Kastani pakiautomaat;0;EE;Lääne maakond;Haapsalu linn;Haapsalu linn;;Kuuse tn;;28;;23.551852;58.936246;;;;;;;;;;;2025-04-10T04:00:13.730+03:00
96033;Haapsalu Kaubamaja pakiautomaat;0;EE;Lääne maakond;Haapsalu linn;Haapsalu linn;;Tallinna mnt;;1;;23.541928;58.940735;;;;;;;;;;;2025-01-17T11:20:15.840+02:00
96382;Haaslava Meie kaupluse pakiautomaat;0;EE;Tartu maakond;Kastre vald;Haaslava küla;;Jõe tn;;1;;26.80194;58.324244;;;;;;;;;;;2025-01-09T16:21:29.080+02:00
96249;Haiba Bussijaama pakiautomaat;0;EE;Harju maakond;Saue vald;Haiba küla;;Riisipere tee;;8;;24.469856;59.127655;;;;;;;;;;;2025-01-15T12:35:28.213+02:00
96324;Haljala Grossi pakiautomaat;0;EE;Lääne-Viru maakond;Haljala vald;Haljala alevik;;Võsu mnt;;5;;26.266466;59.433851;;;;;;;;;;;2025-02-14T13:14:53.357+02:00
96352;Halliste Coop Kaupluse pakiautomaat;0;EE;Viljandi maakond;Mulgi vald;Halliste alevik;;Viljandi mnt;;11;;25.439074;58.164135;;;;;;;;;;;2025-01-09T15:29:11.913+02:00
96294;Harku Raamatukogu pakiautomaat;0;EE;Harju maakond;Harku vald;Harku alevik;;Instituudi tee;;5;;24.579619;59.388483;;;;;;;;;;;2025-02-19T09:30:19.727+02:00
96395;Harkujärve Meie kaupluse pakiautomaat;0;EE;Harju maakond;Harku vald;Harkujärve küla;;Liiva tee;;2;;24.590318;59.418733;;;;;;;;;;;2025-05-26T10:13:42.490+03:00
96366;Hummuli Coop kaupluse pakiautomaat;0;EE;Valga maakond;Tõrva vald;Hummuli alevik;;Tamme tee;;2;;26.054674;57.906247;;;;;;;;;;;2025-01-09T15:40:33.883+02:00
96233;Häädemeeste Coop Konsumi pakiautomaat;0;EE;Pärnu maakond;Häädemeeste vald;Häädemeeste alevik;;Pärnu mnt;;40;;24.498441;58.078471;;;;;;;;;;;2025-01-08T12:00:00.223+02:00
96170;Ihaste Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Luunja vald;Veibri küla;;Kasesalu tee;;51;;26.788733;58.35067;;;;;;;;;;;2025-01-30T15:06:26.573+02:00
96189;Iisaku Grossi pakiautomaat;0;EE;Ida-Viru maakond;Alutaguse vald;Iisaku alevik;;Tartu mnt;;55;;27.314466;59.094808;;;;;;;;;;;2025-01-08T11:43:40.300+02:00
96364;Imavere pakiautomaat;0;EE;Järva maakond;Järva vald;Imavere küla;;Viljandi mnt;;11;;25.767748;58.734558;;;;;;;;;;;2025-01-09T15:33:05.783+02:00
96157;Järva-Jaani Grossi pakiautomaat;0;EE;Järva maakond;Järva vald;Järva-Jaani alev;;Lai tn;;23;;25.884212;59.038314;;;;;;;;;;;2025-01-08T11:27:36.260+02:00
96224;Järvakandi Kandi Konsumi pakiautomaat;0;EE;Rapla maakond;Kehtna vald;Järvakandi alev;;Tallinna mnt;;37;;24.816383;58.773187;;;;;;;;;;;2025-01-08T11:56:43.417+02:00
96391;Järveküla Rimi pakiautomaat;0;EE;Harju maakond;Rae vald;Peetri alevik;;Vana-Tartu mnt;;71;;24.829423;59.382434;;;;;;;;;;;2025-05-22T11:37:45.553+03:00
96044;Jõgeva Postkontori pakiautomaat;0;EE;Jõgeva maakond;Jõgeva vald;Jõgeva linn;;Aia tn;;8;;26.396317;58.74712;;;;;;;;;;;2025-05-15T04:00:13.850+03:00
96191;Jõhvi Grossi pakiautomaat;0;EE;Ida-Viru maakond;Jõhvi vald;Jõhvi linn;;Tartu mnt;;15a;;27.412086;59.353167;;;;;;;;;;;2025-01-08T11:44:37.613+02:00
96030;Jõhvi Jewe kaubanduskeskuse pakiautomaat;0;EE;Ida-Viru maakond;Jõhvi vald;Jõhvi linn;;Narva mnt;;8;;27.417864;59.357304;;;;;;;;;;;2025-01-17T11:19:26.663+02:00
96089;Jõhvi Maxima XX pakiautomaat;0;EE;Ida-Viru maakond;Jõhvi vald;Jõhvi linn;;Rakvere tn;;29;;27.401077;59.362392;;;;;;;;;;;2025-01-17T11:37:48.800+02:00
96235;Jõhvi Pargi keskuse pakiautomaat;0;EE;Ida-Viru maakond;Jõhvi vald;Jõhvi linn;;Puru tee;;1;;27.419731;59.352488;;;;;;;;;;;2025-01-08T12:00:30.410+02:00
96079;Jüri Coop Konsumi pakiautomaat;0;EE;Harju maakond;Rae vald;Jüri alevik;;Aruküla tee;;29;;24.912175;59.358314;;;;;;;;;;;2025-05-26T10:15:12.303+03:00
96188;Jüri Grossi pakiautomaat;0;EE;Harju maakond;Rae vald;Jüri alevik;;Aruküla tee;;7;;24.893187;59.354066;;;;;;;;;;;2025-05-26T10:16:15.817+03:00
96289;Kaasiku pakiautomaat;0;EE;Harju maakond;Saue vald;Kaasiku küla;;;Kaasiku;;;24.320954;59.196165;;;;;;;;;;;2025-01-15T12:33:44.490+02:00
96355;Kabala pakiautomaat;0;EE;Rapla maakond;Rapla vald;Kabala küla;;Koikse tee;;7;;24.650278;58.929997;;;;;;;;;;;2025-01-09T15:30:19.847+02:00
96117;Kadrina Coop Konsumi pakiautomaat;0;EE;Lääne-Viru maakond;Kadrina vald;Kadrina alevik;;Viitna tee;;4;;26.130138;59.343816;;;;;;;;;;;2025-01-17T13:46:59.113+02:00
96259;Kaiu Huvikooli pakiautomaat;0;EE;Rapla maakond;Rapla vald;Kaiu alevik;;Kasvandu tee;;15;;25.053936;59.014055;;;;;;;;;;;2025-01-08T12:09:10.777+02:00
96242;Kambja Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Kambja vald;Kambja alevik;;Kesk tn;;2a;;26.694733;58.235193;;;;;;;;;;;2025-01-08T12:04:44.590+02:00
96254;Kanepi Vallamaja pakiautomaat;0;EE;Põlva maakond;Kanepi vald;Kanepi alevik;;Turu põik;;1;;26.758678;57.986935;;;;;;;;;;;2025-01-08T12:07:48.100+02:00
96332;Kareda teeninduskeskuse pakiautomaat;0;EE;Järva maakond;Järva vald;Peetri alevik;;Kesktee;;11;;25.835624;58.943969;;;;;;;;;;;2025-01-09T15:22:42.433+02:00
96110;Karksi-Nuia Coop Konsumi pakiautomaat;0;EE;Viljandi maakond;Mulgi vald;Karksi-Nuia linn;;Rahumäe tn;;1;;25.547916;58.104258;;;;;;;;;;;2025-01-17T13:36:29.997+02:00
96114;Kehra Coop Konsumi pakiautomaat;0;EE;Harju maakond;Anija vald;Kehra linn;;Kose mnt;;9;;25.332838;59.333827;;;;;;;;;;;2025-01-17T13:42:38.437+02:00
96221;Kehtna Coop kaupluse pakiautomaat;0;EE;Rapla maakond;Kehtna vald;Kehtna alevik;;Lasteaia tn;;12;;24.871609;58.925931;;;;;;;;;;;2025-01-08T11:55:33.927+02:00
96172;Keila Grossi pakiautomaat;0;EE;Harju maakond;Keila linn;;;Piiri tn;;5;;24.417616;59.312293;;;;;;;;;;;2025-01-08T11:35:40.333+02:00
96229;Keila Maxima X pakiautomaat;0;EE;Harju maakond;Keila linn;;;Tallinna mnt;;25;;24.432775;59.310719;;;;;;;;;;;2025-01-08T11:58:31.073+02:00
96049;Keila Rõõmu kaubamaja pakiautomaat;0;EE;Harju maakond;Keila linn;;;Haapsalu mnt;;57a;;24.398912;59.307554;;;;;;;;;;;2025-01-17T13:09:24.470+02:00
88999;Kihnu pakiväljastus;0;EE;Pärnu maakond;Kihnu vald;Linaküla;;;Kooli;1;;23.982259;58.132415;;;;;;;;;;;2025-05-05T13:59:27.380+03:00
96155;Kiili Coop Konsumi pakiautomaat;0;EE;Harju maakond;Kiili vald;Kiili alev;;Nabala tee;;4;;24.837485;59.30749;;;;;;;;;;;2025-01-08T11:27:00.203+02:00
96159;Kiisa Coop kaupluse pakiautomaat;0;EE;Harju maakond;Saku vald;Kiisa alevik;;Kurtna tee;;10;;24.690235;59.234306;;;;;;;;;;;2025-01-08T11:30:20.720+02:00
96320;Kilingi-Nõmme Coop Konsumi pakiautomaat;0;EE;Pärnu maakond;Saarde vald;Kilingi-Nõmme linn;;Pärnu tn;;37;;24.949428;58.148012;;;;;;;;;;;2025-01-08T16:29:46.943+02:00
96330;Kivi-Vigala pakiautomaat;0;EE;Rapla maakond;Märjamaa vald;Kivi-Vigala küla;;Kiriku tee;;4;;24.365273;58.712943;;;;;;;;;;;2025-01-09T15:22:18.323+02:00
96176;Kiviõli Grossi pakiautomaat;0;EE;Ida-Viru maakond;Lüganuse vald;Kiviõli linn;;Keskpuiestee;;33;;26.974969;59.356588;;;;;;;;;;;2025-01-08T11:36:41.490+02:00
96090;Kiviõli Maxima X pakiautomaat;0;EE;Ida-Viru maakond;Lüganuse vald;Kiviõli linn;;Viru tn;;5;;26.973209;59.358844;;;;;;;;;;;2025-01-17T11:38:27.040+02:00
96290;Klooga pakiautomaat;0;EE;Harju maakond;Lääne-Harju vald;Klooga alevik;;Aedlinna tee;;3;;24.235227;59.319918;;;;;;;;;;;2025-01-15T12:36:06.657+02:00
96147;Koeru Vallamaja pakiautomaat;0;EE;Järva maakond;Järva vald;Koeru alevik;;Paide tee;;5;;26.024799;58.962392;;;;;;;;;;;2025-01-08T10:53:51.943+02:00
96094;Kohila Coop Konsumi pakiautomaat;0;EE;Rapla maakond;Kohila vald;Kohila alev;;Vabaduse tn;;7;;24.750497;59.167184;;;;;;;;;;;2025-01-17T11:40:29.290+02:00
96393;Kohila Grossi pakiautomaat;0;EE;Rapla maakond;Kohila vald;Kohila alev;;Viljandi mnt;;3a;;24.760121;59.167225;;;;;;;;;;;2025-01-09T16:24:42.160+02:00
96139;Kohtla-Järve Keskallee Maxima X pakiautomaat;0;EE;Ida-Viru maakond;Kohtla-Järve linn;Järve linnaosa;;Keskallee;;12;;27.284854;59.402352;;;;;;;;;;;2025-01-17T13:48:04.387+02:00
96307;Kohtla-Järve Mõisa tee Maxima X pakiautomaat;0;EE;Ida-Viru maakond;Kohtla-Järve linn;Järve linnaosa;;Mõisa tee;;3;;27.290852;59.406581;;;;;;;;;;;2025-02-11T10:44:19.010+02:00
96036;Kohtla-Järve Rimi pakiautomaat;0;EE;Ida-Viru maakond;Kohtla-Järve linn;Järve linnaosa;;Põhja allee;;4;;27.284822;59.407391;;;;;;;;;;;2025-01-17T11:21:01.390+02:00
96386;Kohtla-Järve Selveri pakiautomaat;0;EE;Ida-Viru maakond;Kohtla-Järve linn;Järve linnaosa;;Järveküla tee;;68;;27.298122;59.401561;;;;;;;;;;;2025-01-09T16:22:39.077+02:00
96093;Kohtla-Järve Vironia keskuse pakiautomaat;0;EE;Ida-Viru maakond;Kohtla-Järve linn;Järve linnaosa;;Järveküla tee;;50;;27.286519;59.397283;;;;;;;;;;;2025-04-08T04:00:13.490+03:00
96342;Kohtla-Nõmme pakiautomaat;0;EE;Ida-Viru maakond;Toila vald;Kohtla-Nõmme alev;;Kooli tn;;6;;27.192003;59.354408;;;;;;;;;;;2025-01-09T15:25:58.430+02:00
96260;Koigi pakiautomaat;0;EE;Järva maakond;Järva vald;Koigi küla;;Mõisavahe tee;;2;;25.753129;58.835677;;;;;;;;;;;2025-01-08T12:09:50.857+02:00
96266;Kolga-Jaani pakiautomaat;0;EE;Viljandi maakond;Viljandi vald;Kolga-Jaani alevik;;Viljandi mnt;;6;;25.94299;58.533992;;;;;;;;;;;2025-01-08T12:11:51.963+02:00
96267;Koonga pakiautomaat;0;EE;Pärnu maakond;Lääneranna vald;Koonga küla;;;Valla;2;;24.149549;58.580114;;;;;;;;;;;2025-01-08T12:12:04.833+02:00
96096;Kose Grossi pakiautomaat;0;EE;Harju maakond;Kose vald;Kose alevik;;Kodu tn;;2;;25.16463;59.184;;;;;;;;;;;2025-05-26T12:14:11.083+03:00
96270;Kose-Uuemõisa pakiautomaat;0;EE;Harju maakond;Kose vald;Kose-Uuemõisa alevik;;Kesk tn;;15;;25.105587;59.202964;;;;;;;;;;;2025-05-26T12:14:56.193+03:00
96160;Kostivere Meie kaupluse pakiautomaat;0;EE;Harju maakond;Jõelähtme vald;Kostivere alevik;;Mõisa tee;;3;;25.094629;59.428523;;;;;;;;;;;2025-05-26T12:12:53.620+03:00
96277;Kummeli Coop Konsumi pakiautomaat;0;EE;Saare maakond;Saaremaa vald;Kudjape alevik;;Kummeli põik;;1;;22.520299;58.254184;;;;;;;;;;;2025-01-08T10:50:42.970+02:00
96122;Kunda Grossi pakiautomaat;0;EE;Lääne-Viru maakond;Viru-Nigula vald;Kunda linn;;Kasemäe tn;;12;;26.518565;59.500489;;;;;;;;;;;2025-01-17T13:48:30.267+02:00
96034;Kuressaare Maxima XX pakiautomaat;0;EE;Saare maakond;Saaremaa vald;Kuressaare linn;;Tallinna tn;;64;;22.504776;58.260402;;;;;;;;;;;2025-04-14T04:00:13.973+03:00
96065;Kuressaare Smuuli Coop Konsumi pakiautomaat;0;EE;Saare maakond;Saaremaa vald;Kuressaare linn;;J. Smuuli tn;;1;;22.485307;58.262219;;;;;;;;;;;2025-01-17T13:15:50.907+02:00
96108;Kuusalu Coop Konsumi pakiautomaat;0;EE;Harju maakond;Kuusalu vald;Kuusalu alevik;;Kuusalu tee;;13;;25.441136;59.445371;;;;;;;;;;;2025-01-17T13:33:40.867+02:00
96156;Käina Coop Konsumi pakiautomaat;0;EE;Hiiu maakond;Hiiumaa vald;Käina alevik;;Spordi tn;;9;;22.774117;58.831447;;;;;;;;;;;2025-01-08T11:27:15.750+02:00
96046;Kärdla Hiiu Coop Konsumi pakiautomaat;0;EE;Hiiu maakond;Hiiumaa vald;Kärdla linn;;Keskväljak;;1;;22.747351;58.998589;;;;;;;;;;;2025-01-17T11:25:09.947+02:00
96210;Kärdla Tormi Coop Konsumi pakiautomaat;0;EE;Hiiu maakond;Hiiumaa vald;Kärdla linn;;Heltermaa mnt;;14a;;22.754594;58.990186;;;;;;;;;;;2025-01-08T11:52:45.347+02:00
96276;Kärla pakiautomaat;0;EE;Saare maakond;Saaremaa vald;Kärla alevik;;Pargi tn;;2;;22.255694;58.330862;;;;;;;;;;;2025-01-08T10:50:24.290+02:00
96247;Kõmsi pakiautomaat;0;EE;Pärnu maakond;Lääneranna vald;Kõmsi küla;;Keskuse tee;;3;;23.632895;58.623624;;;;;;;;;;;2022-06-09T12:46:40.213+03:00
96288;Kõpu pakiautomaat;0;EE;Viljandi maakond;Põhja-Sakala vald;Kõpu alevik;;Tipu tn;;6;;25.301519;58.327249;;;;;;;;;;;2025-01-08T10:55:23.473+02:00
96291;Kõrgessaare Coop kaupluse pakiautomaat;0;EE;Hiiu maakond;Hiiumaa vald;Kõrgessaare alevik;;Tööstuse tee;;10;;22.471856;58.982049;;;;;;;;;;;2025-01-08T10:56:46.323+02:00
96169;Kõrveküla Coop kaupluse pakiautomaat;0;EE;Tartu maakond;Tartu vald;Kõrveküla alevik;;Vasula tee;;4;;26.761527;58.419908;;;;;;;;;;;2025-01-30T15:07:10.093+02:00
96360;Külitse Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Kambja vald;Külitse alevik;;Kiigemäe tee;;2;;26.623681;58.321409;;;;;;;;;;;2025-01-09T15:31:48.503+02:00
96067;Laagri Coop Maksimarketi pakiautomaat;0;EE;Harju maakond;Saue vald;Laagri alevik;;Pärnu mnt;;558a;;24.614282;59.341743;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T10:18:19.080+03:00
96381;Laagri Veskitammi Maxima X pakiautomaat;0;EE;Harju maakond;Saue vald;Laagri alevik;;Veskitammi tn;;3;;24.611742;59.352053;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-09T16:21:14.343+02:00
96200;Laagri Veskitammi Selver ABC pakiautomaat;0;EE;Harju maakond;Saue vald;Laagri alevik;;Veskitammi tn;;10;;24.612414;59.351164;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T11:41:29.043+03:00
96248;Laekvere pakiautomaat;0;EE;Lääne-Viru maakond;Vinni vald;Laekvere alevik;;Salutaguse tee;;2;;26.559533;59.066968;;;;;;;;;;;2025-01-08T12:06:09.187+02:00
96340;Laeva Spordihoone pakiautomaat;0;EE;Tartu maakond;Tartu vald;Laeva küla;;Aeru tee;;3;;26.378773;58.486634;;;;;;;;;;;2025-01-09T15:25:21.027+02:00
96183;Lagedi Keskusehoone pakiautomaat;0;EE;Harju maakond;Rae vald;Lagedi alevik;;Kooli tn;;18b;;24.941774;59.402189;;;;;;;;;;;2025-01-08T11:38:57.980+02:00
96385;Lasva Coop kaupluse pakiautomaat;0;EE;Võru maakond;Võru vald;Lasva küla;;Pässä põik;;6;;27.176857;57.863351;;;;;;;;;;;2025-01-09T16:22:22.507+02:00
